city,locality,propertyType,bedrooms,bathrooms,area,propertyAge,floor,amenities_count,parking,price
Hyderabad,HITECH City,Commercial Property,0,1,1072,13,19,2,0,6490000.0
Hyderabad,Banjara Hills,Independent House,2,3,1429,22,5,0,0,7830000.0
Bangalore,HSR Layout,Commercial Property,0,1,1739,10,18,1,1,12550000.0
Chennai,Adyar,Villa,2,3,2469,0,19,9,0,21240000.0
Chennai,ECR,Apartment,2,1,2892,23,10,5,0,14750000.0
Hyderabad,Banjara Hills,Independent House,5,4,3556,3,18,9,0,24350000.0
Mumbai,Powai,Villa,5,4,3771,19,19,0,1,74670000.0
Bangalore,Koramangala,Villa,1,1,1482,24,5,0,0,14720000.0
Bangalore,HSR Layout,Apartment,4,3,1845,22,16,1,1,13790000.0
Bangalore,Koramangala,Villa,3,2,2060,15,22,8,1,22760000.0
Hyderabad,Kondapur,Commercial Property,0,1,4249,9,8,2,1,24560000.0
Chennai,Velachery,Commercial Property,0,1,3238,12,18,3,0,18150000.0
Delhi,Rohini,Commercial Property,0,1,949,13,3,5,1,10450000.0
Chennai,Anna Nagar,Apartment,1,1,3620,0,10,6,1,18970000.0
Mumbai,Bandra,Independent House,4,5,578,16,18,6,0,16170000.0
Hyderabad,Gachibowli,Commercial Property,0,1,3171,15,19,8,0,17680000.0
Mumbai,Andheri,Apartment,5,6,1006,8,1,3,0,18470000.0
Bangalore,HSR Layout,Independent House,3,4,2232,23,10,7,0,16870000.0
Hyderabad,Kondapur,Apartment,2,2,4398,11,13,5,1,25980000.0
Chennai,Adyar,Apartment,5,4,2558,10,8,5,0,20890000.0
Delhi,Connaught Place,Independent House,5,5,3241,15,12,0,1,46240000.0
Delhi,Dwarka,Apartment,1,1,2894,24,16,3,1,33440000.0
Mumbai,Powai,Commercial Property,0,1,4275,17,15,8,1,70870000.0
Bangalore,Electronic City,Commercial Property,0,1,4304,7,3,1,0,27220000.0
Bangalore,Whitefield,Apartment,3,3,672,22,20,0,0,4930000.0
Delhi,Vasant Kunj,Villa,5,4,2600,15,16,5,0,28790000.0
Bangalore,Electronic City,Villa,5,6,792,11,6,9,0,7520000.0
Bangalore,Indiranagar,Independent House,2,3,3611,10,4,8,1,27540000.0
Hyderabad,Jubilee Hills,Villa,3,2,2304,4,18,6,1,19820000.0
Delhi,Vasant Kunj,Commercial Property,0,1,1810,18,1,4,0,21480000.0
Chennai,OMR,Independent House,5,4,2120,24,10,7,0,12310000.0
Delhi,Vasant Kunj,Villa,4,3,3005,3,15,2,1,36030000.0
Hyderabad,Gachibowli,Commercial Property,0,1,878,21,2,3,1,5340000.0
Bangalore,Koramangala,Villa,1,1,3934,13,10,2,1,35660000.0
Bangalore,Indiranagar,Independent House,3,4,1570,7,14,0,0,11740000.0
Hyderabad,Banjara Hills,Villa,3,4,2647,20,3,3,0,16460000.0
Chennai,Velachery,Commercial Property,0,1,3309,2,18,6,1,19680000.0
Hyderabad,HITECH City,Commercial Property,0,1,3717,20,13,9,0,23120000.0
Chennai,Velachery,Independent House,1,2,3905,10,7,7,1,20440000.0
Hyderabad,Kondapur,Apartment,3,4,2201,9,23,0,1,12670000.0
Chennai,Velachery,Independent House,5,4,1350,9,16,0,1,8760000.0
Hyderabad,Jubilee Hills,Villa,2,2,2648,0,10,9,0,24740000.0
Chennai,Adyar,Independent House,4,3,4121,19,17,6,0,29430000.0
Chennai,ECR,Commercial Property,0,1,2132,0,7,5,0,12120000.0
Hyderabad,HITECH City,Apartment,2,3,3177,17,19,3,0,20270000.0
Mumbai,Andheri,Commercial Property,0,1,1884,22,1,5,1,34070000.0
Delhi,Dwarka,Independent House,5,5,2244,14,20,3,0,23780000.0
Mumbai,Andheri,Commercial Property,0,1,1076,23,24,2,1,19920000.0
Delhi,Connaught Place,Villa,5,4,3127,12,17,0,0,53590000.0
Chennai,Velachery,Independent House,4,4,2214,10,12,7,0,13100000.0
Bangalore,Electronic City,Commercial Property,0,1,4279,11,16,9,0,31480000.0
Hyderabad,Gachibowli,Independent House,2,3,4230,13,21,4,1,23860000.0
Chennai,Adyar,Apartment,2,1,1150,5,2,0,0,8540000.0
Mumbai,Juhu,Independent House,4,5,3991,7,7,9,0,67470000.0
Hyderabad,Kondapur,Commercial Property,0,1,2244,21,17,0,1,13770000.0
Hyderabad,Banjara Hills,Independent House,4,4,3961,4,9,5,1,25520000.0
Mumbai,Juhu,Independent House,2,1,4370,18,19,7,1,73970000.0
Delhi,Dwarka,Independent House,1,2,1794,18,2,9,0,18050000.0
Delhi,Rohini,Villa,3,2,2181,16,2,2,0,23520000.0
Bangalore,Electronic City,Commercial Property,0,1,2603,22,12,3,0,18440000.0
Mumbai,Bandra,Commercial Property,0,1,3074,15,13,8,1,82750000.0
Chennai,Anna Nagar,Commercial Property,0,1,4123,5,10,6,0,24190000.0
Delhi,Rohini,Commercial Property,0,1,3155,6,17,9,1,34880000.0
Mumbai,Powai,Independent House,4,3,3415,13,1,7,0,58080000.0
Delhi,Dwarka,Villa,4,4,1079,13,19,8,1,11920000.0
Mumbai,Worli,Villa,1,2,1441,14,11,5,1,26580000.0
Delhi,Vasant Kunj,Independent House,5,4,560,16,23,2,1,7290000.0
Chennai,Adyar,Independent House,2,2,2660,8,22,5,1,19490000.0
Chennai,Adyar,Apartment,2,2,1762,8,19,9,1,13450000.0
Mumbai,Juhu,Independent House,4,5,2239,15,6,8,0,37980000.0
Delhi,Dwarka,Apartment,3,3,1850,9,12,9,0,22840000.0
Chennai,ECR,Commercial Property,0,1,2914,7,12,3,1,17610000.0
Bangalore,Electronic City,Apartment,3,3,919,16,16,2,0,6420000.0
Mumbai,Juhu,Independent House,1,1,1644,21,13,6,0,27800000.0
Mumbai,Powai,Commercial Property,0,1,1820,16,4,3,0,29440000.0
Chennai,ECR,Commercial Property,0,1,4181,23,15,0,0,23670000.0
Delhi,Saket,Independent House,2,1,1409,18,16,9,0,14410000.0
Chennai,Velachery,Villa,5,6,614,21,22,1,1,4250000.0
Hyderabad,Kondapur,Commercial Property,0,1,3515,21,10,6,0,21610000.0
Chennai,ECR,Apartment,2,2,3035,22,11,3,0,15280000.0
Bangalore,Koramangala,Commercial Property,0,1,4208,19,14,4,1,40050000.0
Mumbai,Bandra,Commercial Property,0,1,3211,21,23,9,0,83480000.0
Delhi,Vasant Kunj,Apartment,3,3,3393,22,6,0,1,36710000.0
Bangalore,HSR Layout,Independent House,3,4,2475,0,4,7,1,17280000.0
Bangalore,HSR Layout,Independent House,5,6,2565,6,15,5,1,18880000.0
Chennai,Adyar,Apartment,2,1,3694,18,9,0,1,28780000.0
Bangalore,Indiranagar,Independent House,3,4,1135,20,23,4,1,7710000.0
Hyderabad,Gachibowli,Commercial Property,0,1,2613,18,11,3,0,13950000.0
Chennai,Adyar,Independent House,5,6,2333,23,16,8,0,20240000.0
Chennai,OMR,Independent House,3,4,2287,6,20,8,0,13650000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,4151,11,17,0,1,22620000.0
Delhi,Dwarka,Independent House,5,6,709,7,7,8,1,9630000.0
Hyderabad,Kondapur,Independent House,1,1,3661,4,22,2,1,22620000.0
Chennai,ECR,Villa,2,1,1866,11,19,5,1,10200000.0
Bangalore,HSR Layout,Independent House,3,3,3857,8,18,2,0,26850000.0
Mumbai,Bandra,Commercial Property,0,1,934,12,4,9,0,22620000.0
Mumbai,Andheri,Commercial Property,0,1,3846,13,15,0,0,70810000.0
Mumbai,Worli,Apartment,4,4,632,8,20,1,0,13450000.0
Bangalore,Indiranagar,Independent House,5,5,4355,20,5,6,0,34100000.0
Mumbai,Bandra,Independent House,3,3,3119,5,3,1,0,85850000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,3507,16,2,1,0,20330000.0
Mumbai,Juhu,Independent House,1,1,2348,0,14,4,1,40180000.0
Delhi,Dwarka,Independent House,3,2,4408,4,19,3,1,51930000.0
Bangalore,Electronic City,Independent House,1,2,3026,24,21,7,0,22810000.0
Mumbai,Bandra,Independent House,1,1,3582,5,9,1,1,88670000.0
Bangalore,HSR Layout,Apartment,3,4,2296,19,21,5,1,18230000.0
Mumbai,Worli,Villa,1,1,3648,21,20,2,0,65040000.0
Mumbai,Powai,Apartment,4,3,3450,16,16,0,0,58330000.0
Bangalore,Indiranagar,Apartment,5,5,3996,12,5,6,1,29210000.0
Bangalore,Whitefield,Apartment,4,4,1966,5,8,7,0,14410000.0
Chennai,Velachery,Apartment,1,2,959,9,10,1,1,5500000.0
Chennai,ECR,Commercial Property,0,1,3410,14,9,7,1,18330000.0
Mumbai,Bandra,Commercial Property,0,1,1273,0,14,3,0,34500000.0
Delhi,Vasant Kunj,Apartment,3,3,2821,12,22,6,1,35060000.0
Delhi,Vasant Kunj,Independent House,2,1,2384,5,18,8,1,27650000.0
Bangalore,HSR Layout,Independent House,3,4,2043,19,18,4,0,14470000.0
Mumbai,Bandra,Commercial Property,0,1,1219,8,17,6,1,33840000.0
Bangalore,Whitefield,Villa,4,3,3554,11,13,7,1,26070000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,3602,12,12,2,0,29010000.0
Chennai,OMR,Independent House,5,4,1299,5,15,6,1,9060000.0
Delhi,Rohini,Independent House,2,2,1118,13,17,7,0,13510000.0
Bangalore,Whitefield,Commercial Property,0,1,4221,21,8,4,0,29180000.0
Hyderabad,Kondapur,Commercial Property,0,1,2236,21,23,7,0,14130000.0
Mumbai,Worli,Independent House,4,5,3307,11,9,0,0,58210000.0
Hyderabad,Gachibowli,Villa,3,2,1347,3,6,2,0,8320000.0
Bangalore,HSR Layout,Commercial Property,0,1,948,14,10,1,1,5900000.0
Bangalore,HSR Layout,Commercial Property,0,1,794,22,11,9,1,5850000.0
Bangalore,Whitefield,Villa,4,5,3499,1,7,2,1,24130000.0
Delhi,Saket,Independent House,5,5,3760,3,7,6,1,46610000.0
Bangalore,HSR Layout,Villa,1,1,2129,4,1,0,0,15180000.0
Chennai,Adyar,Villa,4,5,953,10,13,7,0,8650000.0
Hyderabad,HITECH City,Commercial Property,0,1,3669,23,23,4,0,23730000.0
Bangalore,Koramangala,Commercial Property,0,1,4056,7,20,8,1,36980000.0
Mumbai,Andheri,Apartment,2,1,784,8,2,8,0,14250000.0
Hyderabad,Gachibowli,Villa,2,1,4444,12,16,4,1,26820000.0
Delhi,Saket,Commercial Property,0,1,2920,22,19,7,1,30430000.0
Chennai,Anna Nagar,Independent House,4,4,3187,15,5,6,0,18710000.0
Chennai,Adyar,Commercial Property,0,1,4056,18,7,2,0,31200000.0
Hyderabad,Gachibowli,Villa,4,5,3160,13,9,9,0,20140000.0
Chennai,OMR,Commercial Property,0,1,4466,16,20,3,0,26240000.0
Mumbai,Juhu,Apartment,1,2,2037,0,12,5,0,37450000.0
Mumbai,Juhu,Apartment,3,2,832,19,23,6,1,14840000.0
Chennai,Velachery,Independent House,1,1,4217,18,1,1,1,23460000.0
Bangalore,Electronic City,Commercial Property,0,1,2633,15,24,3,1,18300000.0
Mumbai,Andheri,Commercial Property,0,1,666,11,8,1,0,11100000.0
Delhi,Connaught Place,Apartment,4,3,1060,3,20,9,1,17790000.0
Chennai,ECR,Apartment,1,1,1013,20,23,6,0,5520000.0
Delhi,Saket,Independent House,2,3,3758,1,16,2,1,43460000.0
Delhi,Rohini,Villa,1,1,2096,12,16,4,0,23640000.0
Mumbai,Bandra,Independent House,2,1,540,7,22,2,1,14600000.0
Hyderabad,HITECH City,Commercial Property,0,1,1732,2,8,5,0,9790000.0
Hyderabad,Gachibowli,Villa,3,3,2340,6,19,6,1,13650000.0
Chennai,ECR,Villa,1,2,3988,7,19,3,1,24230000.0
Delhi,Vasant Kunj,Commercial Property,0,1,1676,20,4,3,0,19680000.0
Bangalore,Koramangala,Commercial Property,0,1,659,11,3,3,0,6060000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,851,18,16,9,1,4900000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,4297,3,1,6,1,23690000.0
Bangalore,Indiranagar,Commercial Property,0,1,1681,20,20,3,1,11670000.0
Bangalore,Electronic City,Independent House,2,3,1108,20,17,3,0,7920000.0
Delhi,Rohini,Independent House,4,3,1505,9,22,5,0,17590000.0
Bangalore,Electronic City,Independent House,2,2,3927,20,21,2,1,29190000.0
Mumbai,Bandra,Commercial Property,0,1,3715,21,20,0,0,93310000.0
Hyderabad,Gachibowli,Independent House,5,5,1772,3,23,4,0,11820000.0
Hyderabad,Jubilee Hills,Villa,4,4,933,11,24,7,0,9690000.0
Chennai,ECR,Apartment,3,2,1684,10,21,3,0,10680000.0
Chennai,ECR,Commercial Property,0,1,4301,1,13,4,0,24760000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,2402,11,9,4,1,20930000.0
Chennai,OMR,Apartment,3,4,3156,13,1,5,0,18580000.0
Mumbai,Andheri,Commercial Property,0,1,1065,1,24,5,0,18220000.0
Delhi,Connaught Place,Villa,3,4,1601,2,19,5,0,27950000.0
Chennai,OMR,Independent House,3,4,1209,14,4,7,0,7710000.0
Chennai,Adyar,Apartment,1,1,4321,14,24,0,1,35140000.0
Delhi,Vasant Kunj,Independent House,2,2,4279,9,11,4,0,46650000.0
Mumbai,Powai,Independent House,4,4,2138,0,6,7,0,39610000.0
Chennai,OMR,Independent House,3,3,810,10,3,0,1,5250000.0
Mumbai,Juhu,Apartment,2,1,4218,19,11,6,1,82060000.0
Mumbai,Worli,Apartment,3,3,1174,3,8,1,1,20420000.0
Mumbai,Andheri,Apartment,2,1,2905,18,7,7,0,49950000.0
Bangalore,Koramangala,Commercial Property,0,1,4116,9,9,0,0,43680000.0
Delhi,Connaught Place,Independent House,5,5,938,9,14,6,1,14900000.0
Bangalore,Indiranagar,Apartment,1,2,3340,7,24,3,1,25790000.0
Bangalore,HSR Layout,Commercial Property,0,1,2358,17,15,7,1,15670000.0
Mumbai,Andheri,Villa,5,4,4171,14,12,4,1,81580000.0
Mumbai,Juhu,Apartment,3,3,2058,12,3,1,1,37080000.0
Delhi,Vasant Kunj,Villa,3,3,1385,1,17,2,1,14620000.0
Hyderabad,Banjara Hills,Villa,5,4,3517,9,21,8,1,21210000.0
Bangalore,Whitefield,Commercial Property,0,1,2017,16,20,1,1,13830000.0
Chennai,OMR,Commercial Property,0,1,897,1,8,2,1,5310000.0
Hyderabad,Jubilee Hills,Villa,3,3,3029,11,15,0,1,25640000.0
Mumbai,Bandra,Apartment,4,4,2546,17,5,5,0,69540000.0
Chennai,ECR,Villa,3,2,2466,13,1,0,0,13800000.0
Hyderabad,Kondapur,Independent House,5,5,3104,17,3,2,0,19070000.0
Mumbai,Andheri,Apartment,3,2,3026,3,4,7,0,53330000.0
Bangalore,Koramangala,Commercial Property,0,1,2851,4,15,6,1,28630000.0
Chennai,ECR,Commercial Property,0,1,2170,11,9,0,1,10840000.0
Hyderabad,Gachibowli,Independent House,1,2,886,20,11,5,0,5050000.0
Chennai,Adyar,Villa,5,6,1641,7,22,3,1,13830000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,860,8,23,4,0,6700000.0
Chennai,Anna Nagar,Apartment,3,4,740,20,14,7,1,4430000.0
Delhi,Dwarka,Villa,4,3,1055,8,15,8,0,12720000.0
Delhi,Connaught Place,Commercial Property,0,1,2249,15,19,6,0,34730000.0
Hyderabad,Banjara Hills,Independent House,4,4,982,9,13,8,1,7130000.0
Hyderabad,Kondapur,Apartment,3,3,2297,0,15,6,0,13540000.0
Chennai,Velachery,Commercial Property,0,1,1630,14,20,2,1,9010000.0
Hyderabad,HITECH City,Apartment,5,5,2901,1,15,1,0,18930000.0
Delhi,Rohini,Villa,4,3,893,15,12,8,1,10060000.0
Mumbai,Worli,Villa,3,3,925,19,3,5,0,18610000.0
Bangalore,Indiranagar,Commercial Property,0,1,3332,17,4,6,0,25350000.0
Bangalore,Koramangala,Independent House,5,6,1950,10,1,9,1,21710000.0
Chennai,ECR,Villa,1,1,4011,0,21,5,1,23610000.0
Mumbai,Andheri,Independent House,4,3,3751,13,5,8,1,68450000.0
Chennai,OMR,Apartment,5,4,3975,4,4,1,1,24840000.0
Bangalore,Electronic City,Apartment,3,4,4401,10,10,0,1,33580000.0
Mumbai,Bandra,Apartment,3,2,3983,6,17,3,1,92170000.0
Mumbai,Andheri,Apartment,4,5,601,24,12,8,1,11740000.0
Bangalore,Indiranagar,Apartment,5,4,3914,8,6,1,1,30170000.0
Chennai,ECR,Commercial Property,0,1,3739,5,3,6,1,18810000.0
Hyderabad,Gachibowli,Independent House,3,3,3490,0,10,5,1,22730000.0
Delhi,Vasant Kunj,Commercial Property,0,1,2698,9,14,6,1,30940000.0
Chennai,Adyar,Villa,1,1,4066,5,5,2,0,29310000.0
Mumbai,Andheri,Commercial Property,0,1,3394,20,15,8,0,65160000.0
Hyderabad,Gachibowli,Independent House,4,5,2780,0,16,8,0,19540000.0
Chennai,Adyar,Apartment,4,4,859,15,5,4,0,7470000.0
Hyderabad,Kondapur,Commercial Property,0,1,4357,14,20,9,1,27900000.0
Mumbai,Powai,Independent House,3,2,757,10,14,9,0,15840000.0
Chennai,Velachery,Independent House,2,3,1139,5,22,6,0,7020000.0
Hyderabad,Jubilee Hills,Independent House,4,4,3948,9,18,1,1,35410000.0
Bangalore,Electronic City,Independent House,4,4,558,11,12,7,1,5510000.0
Chennai,OMR,Independent House,5,4,2824,8,8,0,1,17730000.0
Delhi,Saket,Commercial Property,0,1,3937,19,14,5,1,46080000.0
Chennai,Velachery,Villa,3,2,1590,9,20,1,0,9440000.0
Bangalore,Indiranagar,Villa,1,1,3994,14,18,8,1,25690000.0
Bangalore,Electronic City,Commercial Property,0,1,1627,22,12,6,0,11870000.0
Bangalore,Koramangala,Apartment,1,2,1176,19,21,9,1,12170000.0
Bangalore,Indiranagar,Villa,3,3,2895,12,9,1,1,19710000.0
Chennai,OMR,Villa,2,2,2738,8,24,1,0,16700000.0
Mumbai,Bandra,Apartment,1,2,551,11,23,7,0,13950000.0
Hyderabad,Kondapur,Apartment,1,2,2604,21,19,2,1,16800000.0
Chennai,ECR,Commercial Property,0,1,3455,16,23,8,1,18360000.0
Chennai,OMR,Independent House,1,2,2660,5,8,9,0,16160000.0
Hyderabad,Gachibowli,Independent House,1,1,3247,7,3,4,1,21520000.0
Chennai,Anna Nagar,Apartment,4,4,3122,14,19,5,1,16720000.0
Delhi,Vasant Kunj,Commercial Property,0,1,2238,1,22,3,0,25500000.0
Bangalore,Electronic City,Villa,4,5,3350,0,9,8,1,23720000.0
Bangalore,Koramangala,Villa,5,4,1926,14,1,9,0,21330000.0
Mumbai,Juhu,Apartment,4,3,3754,6,12,4,1,64910000.0
Hyderabad,HITECH City,Villa,4,4,3965,3,3,8,0,23380000.0
Hyderabad,Kondapur,Independent House,3,2,3733,23,1,7,0,23660000.0
Delhi,Saket,Villa,2,1,953,0,5,9,0,12260000.0
Delhi,Vasant Kunj,Apartment,2,1,3581,22,12,1,0,38450000.0
Hyderabad,HITECH City,Villa,3,4,2527,24,1,1,1,16000000.0
Bangalore,Whitefield,Villa,3,3,3011,12,16,1,1,22620000.0
Bangalore,Electronic City,Apartment,3,4,3567,20,23,7,0,24390000.0
Chennai,ECR,Villa,2,1,2975,2,5,6,1,17020000.0
Chennai,Velachery,Commercial Property,0,1,1445,2,21,2,0,7960000.0
Hyderabad,Jubilee Hills,Villa,5,6,3919,5,24,3,0,31550000.0
Mumbai,Juhu,Apartment,4,4,4294,9,1,6,0,77750000.0
Delhi,Vasant Kunj,Commercial Property,0,1,2482,16,15,2,0,27560000.0
Mumbai,Juhu,Commercial Property,0,1,4438,0,5,0,1,85430000.0
Mumbai,Andheri,Villa,3,2,1400,22,4,0,1,25460000.0
Chennai,Adyar,Villa,2,1,4259,19,20,1,0,33650000.0
Mumbai,Andheri,Independent House,4,5,1916,21,17,8,0,34480000.0
Mumbai,Bandra,Villa,2,2,1896,23,16,2,0,43060000.0
Hyderabad,Jubilee Hills,Independent House,1,2,2457,24,17,2,1,20660000.0
Bangalore,Whitefield,Commercial Property,0,1,4387,23,18,5,0,27420000.0
Hyderabad,Jubilee Hills,Independent House,2,1,3117,15,22,1,0,24290000.0
Mumbai,Powai,Independent House,3,2,1447,8,15,4,1,28860000.0
Delhi,Rohini,Apartment,2,2,2197,10,10,2,0,26380000.0
Mumbai,Bandra,Independent House,4,3,758,14,14,7,1,21300000.0
Bangalore,Whitefield,Villa,1,1,3650,4,22,1,1,25070000.0
Hyderabad,Gachibowli,Villa,4,5,2139,14,14,4,0,12480000.0
Bangalore,Indiranagar,Apartment,4,5,2540,7,3,2,1,17550000.0
Delhi,Vasant Kunj,Commercial Property,0,1,4134,15,23,5,0,43470000.0
Chennai,Anna Nagar,Villa,3,3,632,4,20,5,0,4610000.0
Bangalore,Indiranagar,Apartment,1,2,4205,3,16,6,1,32720000.0
Hyderabad,Gachibowli,Commercial Property,0,1,4477,6,15,8,0,28680000.0
Bangalore,Whitefield,Apartment,2,3,684,19,3,7,0,5550000.0
Mumbai,Bandra,Apartment,4,3,3204,9,9,5,1,81120000.0
Bangalore,HSR Layout,Commercial Property,0,1,1923,24,22,7,1,13980000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,916,21,18,5,1,5810000.0
Bangalore,Whitefield,Commercial Property,0,1,2444,1,24,5,1,17740000.0
Hyderabad,Banjara Hills,Independent House,4,4,2763,3,5,6,1,16420000.0
Hyderabad,Banjara Hills,Villa,4,3,4040,7,7,4,0,25600000.0
Mumbai,Bandra,Apartment,5,6,2958,18,20,4,0,72870000.0
Hyderabad,HITECH City,Independent House,3,3,2270,9,1,0,1,14140000.0
Chennai,Velachery,Villa,1,2,4407,1,19,9,0,23920000.0
Hyderabad,Banjara Hills,Villa,3,2,957,18,10,7,1,6010000.0
Delhi,Connaught Place,Commercial Property,0,1,3738,4,10,5,0,55700000.0
Delhi,Saket,Villa,2,2,3715,19,8,8,0,39010000.0
Chennai,Adyar,Apartment,4,3,1134,19,14,0,0,9600000.0
Mumbai,Bandra,Apartment,5,6,4294,13,24,4,0,104450000.0
Bangalore,Koramangala,Independent House,4,3,3534,9,18,3,1,33720000.0
Bangalore,Electronic City,Commercial Property,0,1,4132,15,18,6,0,27370000.0
Bangalore,HSR Layout,Independent House,4,3,4071,3,6,2,1,28260000.0
Hyderabad,Banjara Hills,Apartment,5,4,3238,3,24,5,0,18830000.0
Hyderabad,Kondapur,Commercial Property,0,1,3837,2,23,8,0,21260000.0
Mumbai,Worli,Commercial Property,0,1,1357,2,17,8,0,22450000.0
Chennai,ECR,Commercial Property,0,1,1116,1,19,2,1,6160000.0
Mumbai,Andheri,Villa,2,2,953,17,6,5,1,17600000.0
Hyderabad,Kondapur,Independent House,4,3,3054,0,3,1,1,20540000.0
Bangalore,HSR Layout,Villa,4,3,3277,12,15,1,1,22360000.0
Hyderabad,Kondapur,Commercial Property,0,1,3999,22,1,1,0,23960000.0
Bangalore,HSR Layout,Villa,5,6,1053,4,8,5,0,9360000.0
Chennai,OMR,Apartment,1,1,3748,12,22,6,1,21920000.0
Hyderabad,Jubilee Hills,Apartment,5,5,3153,9,10,6,0,28190000.0
Chennai,ECR,Independent House,3,2,822,22,4,1,1,4950000.0
Hyderabad,Gachibowli,Independent House,3,3,4285,19,1,2,1,27150000.0
Hyderabad,HITECH City,Commercial Property,0,1,2096,8,17,5,0,11630000.0
Bangalore,Indiranagar,Independent House,2,2,1897,22,6,2,1,14490000.0
Bangalore,HSR Layout,Commercial Property,0,1,789,15,4,6,1,5690000.0
Delhi,Dwarka,Independent House,1,1,2802,3,14,4,0,28310000.0
Mumbai,Powai,Independent House,3,4,4375,17,14,9,1,77150000.0
Bangalore,Indiranagar,Commercial Property,0,1,3572,18,21,8,0,24630000.0
Delhi,Connaught Place,Apartment,1,1,3597,9,18,8,0,57250000.0
Bangalore,HSR Layout,Villa,3,4,2694,11,18,1,0,20840000.0
Mumbai,Powai,Commercial Property,0,1,1420,10,21,9,1,26200000.0
Bangalore,Whitefield,Villa,5,4,2616,15,5,4,0,19320000.0
Hyderabad,Gachibowli,Commercial Property,0,1,1570,23,22,9,1,9830000.0
Chennai,ECR,Independent House,3,3,3719,2,16,6,1,21900000.0
Chennai,OMR,Apartment,5,6,3601,7,14,9,0,22290000.0
Mumbai,Worli,Villa,3,2,3783,19,13,4,0,65790000.0
Delhi,Vasant Kunj,Apartment,3,4,1243,19,9,5,0,15360000.0
Bangalore,Koramangala,Independent House,3,2,907,12,14,9,0,10060000.0
Chennai,Adyar,Apartment,2,1,3976,2,15,7,1,29070000.0
Chennai,OMR,Commercial Property,0,1,1225,1,9,1,0,6340000.0
Hyderabad,Gachibowli,Commercial Property,0,1,2078,18,5,5,0,11660000.0
Chennai,Anna Nagar,Commercial Property,0,1,3411,11,15,9,1,20310000.0
Mumbai,Andheri,Apartment,3,3,813,7,21,4,1,16650000.0
Bangalore,Electronic City,Apartment,4,4,1250,22,16,3,1,9620000.0
Chennai,Anna Nagar,Villa,3,3,2239,21,6,8,1,13570000.0
Mumbai,Andheri,Commercial Property,0,1,2850,8,10,8,1,56110000.0
Chennai,Anna Nagar,Villa,3,2,1480,0,12,0,1,9520000.0
Hyderabad,Gachibowli,Independent House,4,3,4386,7,10,2,0,28270000.0
Chennai,OMR,Apartment,4,3,3353,7,11,7,1,17950000.0
Delhi,Connaught Place,Villa,1,2,2552,20,24,5,0,37920000.0
Hyderabad,HITECH City,Villa,2,2,3782,2,2,1,1,21190000.0
Chennai,Anna Nagar,Villa,1,2,2545,3,5,2,1,15450000.0
Chennai,ECR,Apartment,5,4,859,21,22,5,1,5460000.0
Mumbai,Juhu,Apartment,2,3,2249,20,10,0,0,39360000.0
Delhi,Vasant Kunj,Apartment,3,2,4294,18,9,6,0,49640000.0
Chennai,Velachery,Villa,3,3,1715,20,19,7,0,9710000.0
Bangalore,Indiranagar,Independent House,5,6,2777,5,2,9,1,21260000.0
Mumbai,Juhu,Villa,4,5,968,22,5,5,1,18760000.0
Chennai,Velachery,Villa,3,4,700,5,24,1,1,4900000.0
Delhi,Connaught Place,Apartment,1,1,2580,10,16,8,1,38780000.0
Bangalore,Electronic City,Commercial Property,0,1,3210,8,12,2,0,21450000.0
Bangalore,Electronic City,Apartment,4,4,4422,16,16,4,1,31460000.0
Mumbai,Bandra,Villa,3,3,3860,3,4,8,1,106490000.0
Mumbai,Worli,Villa,5,5,4348,1,1,3,1,73440000.0
Delhi,Dwarka,Commercial Property,0,1,2163,23,24,5,0,24560000.0
Delhi,Dwarka,Apartment,2,1,2087,19,10,0,1,23900000.0
Hyderabad,Jubilee Hills,Apartment,4,4,2271,19,10,6,1,19450000.0
Delhi,Vasant Kunj,Villa,4,3,1490,17,14,1,0,17540000.0
Bangalore,Whitefield,Commercial Property,0,1,4167,7,19,9,0,28970000.0
Bangalore,Electronic City,Villa,1,2,1448,8,5,1,0,10090000.0
Bangalore,Indiranagar,Commercial Property,0,1,3384,23,10,3,1,23660000.0
Mumbai,Worli,Independent House,1,1,1998,5,15,9,0,39060000.0
Chennai,ECR,Apartment,4,4,2219,19,21,3,0,14040000.0
Delhi,Rohini,Commercial Property,0,1,3874,18,8,1,1,42330000.0
Chennai,ECR,Villa,2,2,2814,12,1,1,0,16200000.0
Mumbai,Worli,Commercial Property,0,1,2946,5,17,3,1,48710000.0
Delhi,Vasant Kunj,Villa,3,2,4302,10,1,8,0,50950000.0
Bangalore,Indiranagar,Apartment,4,3,2571,12,10,9,1,20080000.0
Hyderabad,Banjara Hills,Independent House,4,4,701,24,21,7,1,5550000.0
Delhi,Connaught Place,Villa,4,5,2003,10,6,0,1,32440000.0
Delhi,Rohini,Independent House,3,3,2052,1,20,7,1,22590000.0
Mumbai,Powai,Commercial Property,0,1,4342,7,5,6,0,84150000.0
